"daylabel","year","month","day","hour","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count"
278,2011,10,5,13,4,0,1,1,26.24,31.06,41,15.0013,219
278,2011,10,5,14,4,0,1,1,26.24,31.06,41,19.0012,190
278,2011,10,5,15,4,0,1,1,26.24,31.06,47,19.0012,182
278,2011,10,5,16,4,0,1,1,26.24,31.06,47,22.0028,282
278,2011,10,5,17,4,0,1,1,26.24,31.06,47,16.9979,591
278,2011,10,5,18,4,0,1,1,24.6,31.06,53,11.0014,593
278,2011,10,5,19,4,0,1,1,23.78,27.275,56,8.9981,374
278,2011,10,5,20,4,0,1,1,21.32,25,77,11.0014,246
278,2011,10,5,21,4,0,1,1,20.5,24.24,82,7.0015,201
278,2011,10,5,22,4,0,1,1,21.32,25,72,0,154
278,2011,10,5,23,4,0,1,1,20.5,24.24,77,7.0015,73
279,2011,10,6,0,4,0,1,1,20.5,24.24,72,12.998,40
279,2011,10,6,1,4,0,1,1,19.68,23.485,63,12.998,22
279,2011,10,6,2,4,0,1,1,18.86,22.725,67,12.998,10
279,2011,10,6,3,4,0,1,1,18.04,21.97,67,15.0013,5
279,2011,10,6,4,4,0,1,1,18.04,21.97,62,19.0012,5
279,2011,10,6,5,4,0,1,1,17.22,21.21,62,12.998,24
279,2011,10,6,6,4,0,1,1,16.4,20.455,66,12.998,114
279,2011,10,6,7,4,0,1,1,17.22,21.21,62,12.998,302
279,2011,10,6,8,4,0,1,1,18.04,21.97,62,11.0014,457
279,2011,10,6,9,4,0,1,1,18.86,22.725,63,12.998,208
279,2011,10,6,10,4,0,1,1,21.32,25,52,0,129
279,2011,10,6,11,4,0,1,1,22.14,25.76,49,0,144
279,2011,10,6,12,4,0,1,1,22.96,26.515,49,6.0032,226
279,2011,10,6,13,4,0,1,1,22.96,26.515,46,6.0032,191
279,2011,10,6,14,4,0,1,1,23.78,27.275,43,6.0032,195
279,2011,10,6,15,4,0,1,1,23.78,27.275,46,8.9981,219
279,2011,10,6,16,4,0,1,1,23.78,27.275,49,12.998,323
279,2011,10,6,17,4,0,1,1,22.96,26.515,52,8.9981,568
279,2011,10,6,18,4,0,1,1,22.14,25.76,64,6.0032,538
279,2011,10,6,19,4,0,1,1,21.32,25,59,7.0015,343
279,2011,10,6,20,4,0,1,1,20.5,24.24,77,7.0015,260
279,2011,10,6,21,4,0,1,1,18.86,22.725,88,6.0032,195
279,2011,10,6,22,4,0,1,1,18.86,22.725,82,0,148
279,2011,10,6,23,4,0,1,1,18.04,21.97,88,6.0032,99
280,2011,10,7,0,4,0,1,1,18.04,21.97,88,0,67
280,2011,10,7,1,4,0,1,1,18.04,21.97,88,0,28
280,2011,10,7,2,4,0,1,1,17.22,21.21,88,0,5
280,2011,10,7,3,4,0,1,1,16.4,20.455,87,0,10
280,2011,10,7,4,4,0,1,1,16.4,20.455,87,7.0015,5
280,2011,10,7,5,4,0,1,1,17.22,21.21,82,0,27
280,2011,10,7,6,4,0,1,1,17.22,21.21,88,0,87
280,2011,10,7,7,4,0,1,1,17.22,21.21,94,0,242
280,2011,10,7,8,4,0,1,1,18.86,22.725,82,0,417
280,2011,10,7,9,4,0,1,1,19.68,23.485,77,0,241
280,2011,10,7,10,4,0,1,1,21.32,25,68,6.0032,174
280,2011,10,7,11,4,0,1,1,22.96,26.515,63,0,230
280,2011,10,7,12,4,0,1,1,24.6,31.06,53,0,235
280,2011,10,7,13,4,0,1,1,24.6,31.06,46,0,305
280,2011,10,7,14,4,0,1,1,25.42,31.06,50,0,256
280,2011,10,7,15,4,0,1,1,27.06,31.06,41,0,270
280,2011,10,7,16,4,0,1,1,26.24,31.06,44,0,419
280,2011,10,7,17,4,0,1,1,24.6,31.06,56,16.9979,563
280,2011,10,7,18,4,0,1,1,22.96,26.515,60,6.0032,465
280,2011,10,7,19,4,0,1,1,22.96,26.515,52,0,294
280,2011,10,7,20,4,0,1,1,22.14,25.76,49,0,197
280,2011,10,7,21,4,0,1,1,20.5,24.24,68,0,166
280,2011,10,7,22,4,0,1,1,20.5,24.24,68,0,146
280,2011,10,7,23,4,0,1,1,20.5,24.24,63,0,136
281,2011,10,8,0,4,0,0,1,19.68,23.485,72,0,89
281,2011,10,8,1,4,0,0,1,18.86,22.725,82,0,65
281,2011,10,8,2,4,0,0,1,18.86,22.725,82,0,45
281,2011,10,8,3,4,0,0,1,18.04,21.97,88,0,20
281,2011,10,8,4,4,0,0,1,17.22,21.21,94,8.9981,10
281,2011,10,8,5,4,0,0,1,17.22,21.21,88,7.0015,8
281,2011,10,8,6,4,0,0,1,17.22,21.21,94,0,22
281,2011,10,8,7,4,0,0,1,17.22,21.21,94,6.0032,73
281,2011,10,8,8,4,0,0,1,18.86,22.725,82,0,103
281,2011,10,8,9,4,0,0,1,20.5,24.24,77,0,217
281,2011,10,8,10,4,0,0,1,21.32,25,77,0,337
281,2011,10,8,11,4,0,0,1,23.78,27.275,56,0,397
281,2011,10,8,12,4,0,0,1,25.42,31.06,35,0,446
281,2011,10,8,13,4,0,0,1,25.42,31.06,46,7.0015,485
281,2011,10,8,14,4,0,0,1,25.42,31.06,50,6.0032,465
281,2011,10,8,15,4,0,0,1,27.06,31.06,39,0,496
281,2011,10,8,16,4,0,0,1,26.24,31.06,44,6.0032,451
281,2011,10,8,17,4,0,0,1,25.42,31.06,50,8.9981,393
281,2011,10,8,18,4,0,0,1,24.6,31.06,46,7.0015,359
281,2011,10,8,19,4,0,0,1,22.14,25.76,68,8.9981,248
281,2011,10,8,20,4,0,0,1,21.32,25,77,7.0015,202
281,2011,10,8,21,4,0,0,1,21.32,25,77,0,187
281,2011,10,8,22,4,0,0,1,20.5,24.24,77,0,149
281,2011,10,8,23,4,0,0,1,19.68,23.485,88,0,142
282,2011,10,9,0,4,0,0,1,18.86,22.725,88,6.0032,129
282,2011,10,9,1,4,0,0,1,18.86,22.725,88,0,78
282,2011,10,9,2,4,0,0,1,18.86,22.725,88,0,55
282,2011,10,9,3,4,0,0,1,18.04,21.97,88,0,30
282,2011,10,9,4,4,0,0,1,18.04,21.97,88,0,14
282,2011,10,9,5,4,0,0,1,18.04,21.97,88,0,15
282,2011,10,9,6,4,0,0,1,18.04,21.97,88,0,21
282,2011,10,9,7,4,0,0,1,18.04,21.97,86,0,44
282,2011,10,9,8,4,0,0,1,18.86,22.725,88,0,107
282,2011,10,9,9,4,0,0,1,20.5,24.24,77,0,185
282,2011,10,9,10,4,0,0,1,22.96,26.515,68,6.0032,365
282,2011,10,9,11,4,0,0,1,25.42,31.06,53,6.0032,423
282,2011,10,9,12,4,0,0,1,26.24,31.06,44,6.0032,455
282,2011,10,9,13,4,0,0,1,27.06,31.06,44,6.0032,418
282,2011,10,9,14,4,0,0,1,27.88,31.82,47,11.0014,500
282,2011,10,9,15,4,0,0,1,27.88,31.82,51,11.0014,407
282,2011,10,9,16,4,0,0,1,27.06,31.06,50,8.9981,470
282,2011,10,9,17,4,0,0,1,25.42,30.305,61,7.0015,438
282,2011,10,9,18,4,0,0,1,26.24,31.06,50,7.0015,414
282,2011,10,9,19,4,0,0,1,22.96,26.515,73,6.0032,302
282,2011,10,9,20,4,0,0,1,22.96,26.515,73,7.0015,193
282,2011,10,9,21,4,0,0,1,22.14,25.76,83,7.0015,173
282,2011,10,9,22,4,0,0,2,21.32,25,94,0,152
282,2011,10,9,23,4,0,0,1,20.5,24.24,88,7.0015,123
283,2011,10,10,0,4,1,0,1,20.5,24.24,94,0,53
283,2011,10,10,1,4,1,0,1,19.68,23.485,88,0,34
283,2011,10,10,2,4,1,0,1,19.68,23.485,88,0,19
283,2011,10,10,3,4,1,0,1,18.86,22.725,88,0,11
283,2011,10,10,4,4,1,0,1,18.86,22.725,94,0,6
283,2011,10,10,5,4,1,0,1,18.86,22.725,94,0,21
283,2011,10,10,6,4,1,0,1,18.04,21.97,94,0,44
283,2011,10,10,7,4,1,0,1,18.86,22.725,88,0,114
283,2011,10,10,8,4,1,0,1,21.32,25,83,0,254
283,2011,10,10,9,4,1,0,1,22.14,25.76,77,0,219
283,2011,10,10,10,4,1,0,1,22.96,26.515,73,11.0014,265
283,2011,10,10,11,4,1,0,1,25.42,30.305,69,6.0032,322
283,2011,10,10,12,4,1,0,2,28.7,32.575,48,6.0032,365
283,2011,10,10,13,4,1,0,1,29.52,32.575,37,0,365
283,2011,10,10,14,4,1,0,1,30.34,32.575,37,0,370
283,2011,10,10,15,4,1,0,2,29.52,32.575,42,7.0015,384
283,2011,10,10,16,4,1,0,2,28.7,31.82,45,6.0032,402
283,2011,10,10,17,4,1,0,2,27.06,31.06,54,7.0015,459
283,2011,10,10,18,4,1,0,2,26.24,31.06,53,0,473
283,2011,10,10,19,4,1,0,2,23.78,27.275,78,6.0032,336
283,2011,10,10,20,4,1,0,1,24.6,29.545,73,0,225
283,2011,10,10,21,4,1,0,1,22.96,26.515,88,6.0032,175
283,2011,10,10,22,4,1,0,1,22.96,26.515,88,6.0032,126
283,2011,10,10,23,4,1,0,2,22.14,25.76,88,7.0015,75
284,2011,10,11,0,4,0,1,2,22.14,25.76,88,0,30
284,2011,10,11,1,4,0,1,2,21.32,25,94,6.0032,11
284,2011,10,11,2,4,0,1,2,21.32,25,94,8.9981,5
284,2011,10,11,3,4,0,1,2,21.32,25,88,7.0015,3
284,2011,10,11,4,4,0,1,2,21.32,25,88,8.9981,5
284,2011,10,11,5,4,0,1,2,21.32,25,88,0,20
284,2011,10,11,6,4,0,1,1,21.32,25,83,6.0032,123
284,2011,10,11,7,4,0,1,2,21.32,25,88,6.0032,352
284,2011,10,11,8,4,0,1,2,22.96,26.515,83,7.0015,406
284,2011,10,11,9,4,0,1,2,24.6,29.545,69,0,235
284,2011,10,11,10,4,0,1,2,24.6,29.545,69,8.9981,149
284,2011,10,11,11,4,0,1,2,24.6,29.545,73,11.0014,123
284,2011,10,11,12,4,0,1,2,24.6,29.545,73,11.0014,181
284,2011,10,11,13,4,0,1,2,24.6,29.545,73,12.998,180
284,2011,10,11,14,4,0,1,3,24.6,29.545,73,7.0015,171
284,2011,10,11,15,4,0,1,2,24.6,28.79,78,11.0014,175
284,2011,10,11,16,4,0,1,2,24.6,29.545,73,11.0014,320
284,2011,10,11,17,4,0,1,2,24.6,28.79,78,16.9979,604
284,2011,10,11,18,4,0,1,2,24.6,28.79,78,15.0013,539
284,2011,10,11,19,4,0,1,2,23.78,27.275,83,15.0013,318
284,2011,10,11,20,4,0,1,2,23.78,27.275,83,15.0013,234
284,2011,10,11,21,4,0,1,2,23.78,27.275,78,12.998,175
284,2011,10,11,22,4,0,1,2,22.96,26.515,83,12.998,147
284,2011,10,11,23,4,0,1,2,22.96,26.515,83,19.0012,57
285,2011,10,12,0,4,0,1,2,22.96,26.515,83,8.9981,25
285,2011,10,12,1,4,0,1,3,22.96,26.515,83,8.9981,10
285,2011,10,12,2,4,0,1,2,22.96,26.515,83,19.0012,2
285,2011,10,12,3,4,0,1,3,22.14,25.76,94,19.9995,2
285,2011,10,12,4,4,0,1,3,22.14,25.76,94,26.0027,7
285,2011,10,12,5,4,0,1,2,22.14,25.76,88,22.0028,22
285,2011,10,12,6,4,0,1,2,22.14,25.76,88,16.9979,112
285,2011,10,12,7,4,0,1,2,22.14,25.76,88,26.0027,259
285,2011,10,12,8,4,0,1,2,22.14,25.76,88,26.0027,404
285,2011,10,12,9,4,0,1,2,22.14,25.76,88,30.0026,197
285,2011,10,12,10,4,0,1,2,22.14,25.76,88,26.0027,113
285,2011,10,12,11,4,0,1,3,22.14,25.76,94,22.0028,120
285,2011,10,12,12,4,0,1,3,22.14,25.76,88,22.0028,62
285,2011,10,12,13,4,0,1,3,22.14,25.76,88,15.0013,101
285,2011,10,12,14,4,0,1,3,22.14,25.76,94,19.0012,78
285,2011,10,12,15,4,0,1,3,22.14,25.76,94,16.9979,45
285,2011,10,12,16,4,0,1,2,22.96,26.515,88,15.0013,55
285,2011,10,12,17,4,0,1,3,22.14,25.76,94,15.0013,251
285,2011,10,12,18,4,0,1,3,22.14,25.76,94,8.9981,172
285,2011,10,12,19,4,0,1,3,22.14,25.76,94,8.9981,109
285,2011,10,12,20,4,0,1,3,22.14,25.76,94,7.0015,90
285,2011,10,12,21,4,0,1,3,22.14,25.76,100,7.0015,83
285,2011,10,12,22,4,0,1,3,22.14,25.76,94,6.0032,43
285,2011,10,12,23,4,0,1,3,22.14,25.76,94,6.0032,54
286,2011,10,13,0,4,0,1,2,22.14,25.76,94,8.9981,15
286,2011,10,13,1,4,0,1,2,22.14,25.76,94,0,12
286,2011,10,13,2,4,0,1,2,22.14,25.76,94,0,4
286,2011,10,13,3,4,0,1,2,22.14,25.76,100,12.998,6
286,2011,10,13,4,4,0,1,2,22.14,25.76,100,7.0015,7
286,2011,10,13,5,4,0,1,2,22.14,25.76,100,7.0015,17
286,2011,10,13,6,4,0,1,3,22.14,25.76,100,6.0032,52
286,2011,10,13,7,4,0,1,3,22.14,25.76,100,8.9981,81
286,2011,10,13,8,4,0,1,3,22.14,25.76,100,6.0032,209
286,2011,10,13,9,4,0,1,3,22.96,26.515,100,7.0015,109
286,2011,10,13,10,4,0,1,3,22.96,26.515,100,8.9981,69
286,2011,10,13,11,4,0,1,2,25.42,28.79,83,0,84
286,2011,10,13,12,4,0,1,2,25.42,28.03,88,0,105
286,2011,10,13,13,4,0,1,2,26.24,28.79,83,11.0014,162
286,2011,10,13,14,4,0,1,1,27.06,30.305,78,12.998,133
286,2011,10,13,15,4,0,1,1,27.06,30.305,78,12.998,155
286,2011,10,13,16,4,0,1,1,27.06,31.06,74,15.0013,276
286,2011,10,13,17,4,0,1,3,25.42,28.79,83,16.9979,479
286,2011,10,13,18,4,0,1,3,25.42,28.79,83,16.9979,268
286,2011,10,13,19,4,0,1,2,25.42,28.79,83,11.0014,205
286,2011,10,13,20,4,0,1,1,25.42,28.79,83,19.0012,181
286,2011,10,13,21,4,0,1,1,25.42,28.79,83,12.998,123
286,2011,10,13,22,4,0,1,1,25.42,28.79,83,12.998,114
286,2011,10,13,23,4,0,1,2,23.78,27.275,88,12.998,47
287,2011,10,14,0,4,0,1,1,23.78,27.275,94,6.0032,39
287,2011,10,14,1,4,0,1,1,23.78,27.275,94,8.9981,24
287,2011,10,14,2,4,0,1,1,22.96,26.515,94,11.0014,6
287,2011,10,14,3,4,0,1,1,22.96,26.515,94,8.9981,7
287,2011,10,14,4,4,0,1,1,22.96,26.515,94,12.998,8
287,2011,10,14,5,4,0,1,2,22.96,26.515,94,11.0014,17
287,2011,10,14,6,4,0,1,3,22.96,26.515,88,12.998,94
287,2011,10,14,7,4,0,1,3,22.96,26.515,88,12.998,147
287,2011,10,14,8,4,0,1,2,22.96,26.515,90,11.0014,209
287,2011,10,14,9,4,0,1,2,22.96,26.515,94,15.0013,180
287,2011,10,14,10,4,0,1,3,22.14,25.76,88,23.9994,125
287,2011,10,14,11,4,0,1,3,21.32,25,88,11.0014,87
287,2011,10,14,12,4,0,1,3,21.32,25,88,11.0014,75
287,2011,10,14,13,4,0,1,1,22.96,26.515,73,23.9994,132
287,2011,10,14,14,4,0,1,1,25.42,31.06,43,23.9994,156
287,2011,10,14,15,4,0,1,1,25.42,31.06,43,19.0012,230
287,2011,10,14,16,4,0,1,1,24.6,31.06,43,15.0013,344
287,2011,10,14,17,4,0,1,1,23.78,27.275,46,27.9993,481
287,2011,10,14,18,4,0,1,1,22.14,25.76,39,19.0012,423
287,2011,10,14,19,4,0,1,1,22.14,25.76,39,22.0028,248
287,2011,10,14,20,4,0,1,1,21.32,25,42,12.998,196
287,2011,10,14,21,4,0,1,1,20.5,24.24,45,12.998,178
287,2011,10,14,22,4,0,1,1,18.86,22.725,59,15.0013,143
287,2011,10,14,23,4,0,1,1,18.86,22.725,59,11.0014,95
288,2011,10,15,0,4,0,0,1,18.86,22.725,55,7.0015,106
288,2011,10,15,1,4,0,0,1,18.86,22.725,55,16.9979,73
288,2011,10,15,2,4,0,0,1,18.86,22.725,59,12.998,56
288,2011,10,15,3,4,0,0,1,18.04,21.97,62,12.998,23
288,2011,10,15,4,4,0,0,1,17.22,21.21,67,8.9981,6
288,2011,10,15,5,4,0,0,1,17.22,21.21,71,11.0014,7
288,2011,10,15,6,4,0,0,1,16.4,20.455,71,0,20
288,2011,10,15,7,4,0,0,1,16.4,20.455,76,7.0015,57
288,2011,10,15,8,4,0,0,1,18.86,22.725,59,19.0012,125
288,2011,10,15,9,4,0,0,1,21.32,25,48,19.9995,207
288,2011,10,15,10,4,0,0,1,22.14,25.76,45,30.0026,322
288,2011,10,15,11,4,0,0,1,22.96,26.515,40,26.0027,374
288,2011,10,15,12,4,0,0,1,23.78,27.275,35,36.9974,456
288,2011,10,15,13,4,0,0,1,24.6,31.06,35,31.0009,394
288,2011,10,15,14,4,0,0,1,24.6,31.06,33,31.0009,472
288,2011,10,15,15,4,0,0,1,25.42,31.06,31,32.9975,377
288,2011,10,15,16,4,0,0,1,25.42,31.06,29,26.0027,443
288,2011,10,15,17,4,0,0,1,23.78,27.275,32,19.0012,441
288,2011,10,15,18,4,0,0,1,22.14,25.76,39,12.998,372
288,2011,10,15,19,4,0,0,1,20.5,24.24,51,8.9981,238
288,2011,10,15,20,4,0,0,1,20.5,24.24,48,8.9981,179
288,2011,10,15,21,4,0,0,1,20.5,24.24,42,15.0013,168
288,2011,10,15,22,4,0,0,1,20.5,24.24,36,8.9981,166
288,2011,10,15,23,4,0,0,1,19.68,23.485,41,11.0014,135
305,2011,11,1,0,4,0,1,2,14.76,17.425,87,11.0014,21
305,2011,11,1,1,4,0,1,1,14.76,17.425,81,8.9981,11
305,2011,11,1,2,4,0,1,2,14.76,17.425,81,11.0014,4
305,2011,11,1,3,4,0,1,2,14.76,17.425,81,8.9981,6
305,2011,11,1,4,4,0,1,1,13.94,15.91,81,15.0013,8
305,2011,11,1,5,4,0,1,1,13.12,15.91,81,12.998,18
305,2011,11,1,6,4,0,1,1,13.12,15.91,81,12.998,93
305,2011,11,1,7,4,0,1,1,13.94,16.665,76,12.998,254
305,2011,11,1,8,4,0,1,1,14.76,16.665,71,16.9979,419
305,2011,11,1,9,4,0,1,1,16.4,20.455,66,11.0014,222
305,2011,11,1,10,4,0,1,1,18.04,21.97,62,8.9981,135
305,2011,11,1,11,4,0,1,1,18.86,22.725,63,7.0015,117
305,2011,11,1,12,4,0,1,1,20.5,24.24,48,6.0032,176
305,2011,11,1,13,4,0,1,1,19.68,23.485,55,12.998,167
305,2011,11,1,14,4,0,1,1,20.5,24.24,48,16.9979,150
305,2011,11,1,15,4,0,1,1,20.5,24.24,45,8.9981,186
305,2011,11,1,16,4,0,1,1,19.68,23.485,44,11.0014,298
305,2011,11,1,17,4,0,1,1,18.04,21.97,54,11.0014,506
305,2011,11,1,18,4,0,1,1,17.22,21.21,58,7.0015,460
305,2011,11,1,19,4,0,1,1,17.22,21.21,58,6.0032,313
305,2011,11,1,20,4,0,1,1,16.4,20.455,71,0,209
305,2011,11,1,21,4,0,1,1,14.76,18.94,81,0,127
305,2011,11,1,22,4,0,1,1,14.76,18.94,81,0,96
305,2011,11,1,23,4,0,1,1,13.94,18.18,87,0,72
306,2011,11,2,0,4,0,1,1,13.12,17.425,87,0,19
306,2011,11,2,1,4,0,1,1,12.3,16.665,87,0,10
306,2011,11,2,2,4,0,1,1,12.3,16.665,87,0,2
306,2011,11,2,3,4,0,1,1,12.3,16.665,75,0,2
306,2011,11,2,4,4,0,1,1,12.3,16.665,87,0,4
306,2011,11,2,5,4,0,1,1,12.3,16.665,81,0,27
306,2011,11,2,6,4,0,1,1,12.3,16.665,81,0,92
306,2011,11,2,7,4,0,1,1,12.3,16.665,81,0,251
306,2011,11,2,8,4,0,1,1,13.12,17.425,87,0,472
306,2011,11,2,9,4,0,1,1,13.94,18.18,87,0,228
306,2011,11,2,10,4,0,1,1,16.4,20.455,71,6.0032,133
306,2011,11,2,11,4,0,1,1,17.22,21.21,71,8.9981,144
306,2011,11,2,12,4,0,1,1,18.86,22.725,55,11.0014,189
306,2011,11,2,13,4,0,1,1,19.68,23.485,48,11.0014,161
306,2011,11,2,14,4,0,1,1,20.5,24.24,45,11.0014,172
306,2011,11,2,15,4,0,1,1,19.68,23.485,51,11.0014,187
306,2011,11,2,16,4,0,1,1,19.68,23.485,51,7.0015,266
306,2011,11,2,17,4,0,1,1,18.04,21.97,62,12.998,553
306,2011,11,2,18,4,0,1,1,17.22,21.21,71,11.0014,479
306,2011,11,2,19,4,0,1,1,16.4,20.455,76,8.9981,282
306,2011,11,2,20,4,0,1,1,16.4,20.455,66,8.9981,182
306,2011,11,2,21,4,0,1,1,15.58,19.695,71,8.9981,168
306,2011,11,2,22,4,0,1,1,14.76,17.425,71,8.9981,106
306,2011,11,2,23,4,0,1,1,14.76,18.18,76,6.0032,57
307,2011,11,3,0,4,0,1,1,14.76,18.18,76,6.0032,31
307,2011,11,3,1,4,0,1,1,13.94,16.665,81,8.9981,15
307,2011,11,3,2,4,0,1,1,13.94,16.665,76,8.9981,7
307,2011,11,3,3,4,0,1,1,13.94,16.665,81,8.9981,5
307,2011,11,3,4,4,0,1,1,13.12,16.665,81,6.0032,4
307,2011,11,3,5,4,0,1,1,13.12,16.665,81,8.9981,28
307,2011,11,3,6,4,0,1,1,13.94,16.665,76,12.998,99
307,2011,11,3,7,4,0,1,2,13.12,16.665,81,6.0032,292
307,2011,11,3,8,4,0,1,2,13.94,17.425,81,6.0032,402
307,2011,11,3,9,4,0,1,2,14.76,17.425,81,12.998,164
307,2011,11,3,10,4,0,1,2,16.4,20.455,76,12.998,110
307,2011,11,3,11,4,0,1,1,18.04,21.97,67,12.998,120
307,2011,11,3,12,4,0,1,1,20.5,24.24,51,12.998,179
307,2011,11,3,13,4,0,1,2,21.32,25,48,16.9979,169
307,2011,11,3,14,4,0,1,1,21.32,25,52,11.0014,152
307,2011,11,3,15,4,0,1,1,21.32,25,52,11.0014,162
307,2011,11,3,16,4,0,1,1,21.32,25,48,12.998,267
307,2011,11,3,17,4,0,1,1,19.68,23.485,55,6.0032,498
307,2011,11,3,18,4,0,1,1,18.86,22.725,63,8.9981,433
307,2011,11,3,19,4,0,1,1,18.04,21.97,67,6.0032,252
307,2011,11,3,20,4,0,1,1,17.22,21.21,71,7.0015,209
307,2011,11,3,21,4,0,1,1,16.4,20.455,76,8.9981,144
307,2011,11,3,22,4,0,1,1,16.4,20.455,82,0,137
307,2011,11,3,23,4,0,1,1,16.4,20.455,82,6.0032,95
308,2011,11,4,0,4,0,1,2,16.4,20.455,82,0,43
308,2011,11,4,1,4,0,1,2,16.4,20.455,82,0,17
308,2011,11,4,2,4,0,1,2,16.4,20.455,76,0,10
308,2011,11,4,3,4,0,1,2,15.58,19.695,87,11.0014,8
308,2011,11,4,4,4,0,1,2,15.58,19.695,87,6.0032,7
308,2011,11,4,5,4,0,1,2,15.58,19.695,87,0,23
308,2011,11,4,6,4,0,1,2,15.58,19.695,87,6.0032,66
308,2011,11,4,7,4,0,1,2,16.4,20.455,86,15.0013,245
308,2011,11,4,8,4,0,1,2,16.4,20.455,87,23.9994,395
308,2011,11,4,9,4,0,1,2,17.22,21.21,71,31.0009,254
308,2011,11,4,10,4,0,1,2,17.22,21.21,71,22.0028,134
308,2011,11,4,11,4,0,1,2,18.04,21.97,67,30.0026,162
308,2011,11,4,12,4,0,1,2,19.68,23.485,55,32.9975,197
308,2011,11,4,13,4,0,1,1,18.04,21.97,51,27.9993,194
308,2011,11,4,14,4,0,1,1,18.04,21.97,47,19.9995,201
308,2011,11,4,15,4,0,1,1,18.86,22.725,44,26.0027,237
308,2011,11,4,16,4,0,1,1,18.86,22.725,36,26.0027,290
308,2011,11,4,17,4,0,1,1,17.22,21.21,38,23.9994,480
308,2011,11,4,18,4,0,1,1,17.22,21.21,32,31.0009,374
308,2011,11,4,19,4,0,1,1,16.4,20.455,37,23.9994,196
308,2011,11,4,20,4,0,1,1,14.76,16.665,43,19.0012,186
308,2011,11,4,21,4,0,1,1,13.94,15.91,46,16.9979,123
308,2011,11,4,22,4,0,1,1,13.94,15.15,46,22.0028,115
308,2011,11,4,23,4,0,1,1,13.12,15.15,49,22.0028,89
309,2011,11,5,0,4,0,0,1,13.12,14.395,45,23.9994,52
309,2011,11,5,1,4,0,0,1,13.12,15.15,45,19.9995,62
309,2011,11,5,2,4,0,0,1,12.3,13.635,52,22.0028,31
309,2011,11,5,3,4,0,0,1,12.3,13.635,52,19.9995,8
309,2011,11,5,4,4,0,0,1,11.48,12.88,56,22.0028,8
309,2011,11,5,5,4,0,0,1,10.66,11.365,60,22.0028,2
309,2011,11,5,6,4,0,0,1,10.66,12.12,60,16.9979,23
309,2011,11,5,7,4,0,0,1,10.66,12.12,60,19.0012,34
309,2011,11,5,8,4,0,0,1,11.48,12.88,56,22.0028,84
309,2011,11,5,9,4,0,0,1,12.3,13.635,56,19.9995,141
309,2011,11,5,10,4,0,0,1,13.12,15.15,53,16.9979,227
309,2011,11,5,11,4,0,0,1,14.76,18.18,46,7.0015,238
309,2011,11,5,12,4,0,0,1,14.76,17.425,46,11.0014,372
309,2011,11,5,13,4,0,0,1,16.4,20.455,37,7.0015,355
309,2011,11,5,14,4,0,0,1,17.22,21.21,35,8.9981,386
309,2011,11,5,15,4,0,0,1,16.4,20.455,37,12.998,343
309,2011,11,5,16,4,0,0,1,16.4,20.455,40,15.0013,335
309,2011,11,5,17,4,0,0,1,15.58,19.695,40,11.0014,334
309,2011,11,5,18,4,0,0,1,14.76,18.18,50,6.0032,237
309,2011,11,5,19,4,0,0,1,13.94,18.18,53,0,204
309,2011,11,5,20,4,0,0,1,13.12,17.425,66,0,165
309,2011,11,5,21,4,0,0,1,13.12,17.425,66,0,118
309,2011,11,5,22,4,0,0,1,12.3,16.665,65,0,82
309,2011,11,5,23,4,0,0,1,11.48,15.91,70,0,85
310,2011,11,6,0,4,0,0,1,11.48,15.91,75,0,75
310,2011,11,6,1,4,0,0,1,10.66,15.15,81,0,115
310,2011,11,6,2,4,0,0,1,10.66,15.15,81,0,29
310,2011,11,6,3,4,0,0,1,9.84,14.395,87,0,9
310,2011,11,6,4,4,0,0,1,9.84,14.395,87,0,6
310,2011,11,6,5,4,0,0,1,9.84,12.12,87,8.9981,5
310,2011,11,6,6,4,0,0,1,10.66,14.395,81,6.0032,16
310,2011,11,6,7,4,0,0,1,10.66,13.635,87,7.0015,28
310,2011,11,6,8,4,0,0,2,11.48,15.15,87,6.0032,90
310,2011,11,6,9,4,0,0,2,12.3,15.91,75,6.0032,170
310,2011,11,6,10,4,0,0,1,14.76,18.18,66,6.0032,262
310,2011,11,6,11,4,0,0,1,17.22,21.21,58,6.0032,320
310,2011,11,6,12,4,0,0,1,18.04,21.97,54,0,346
310,2011,11,6,13,4,0,0,1,18.86,22.725,51,11.0014,314
310,2011,11,6,14,4,0,0,1,18.86,22.725,55,12.998,320
310,2011,11,6,15,4,0,0,1,19.68,23.485,51,12.998,306
310,2011,11,6,16,4,0,0,1,18.86,22.725,55,15.0013,347
310,2011,11,6,17,4,0,0,1,18.04,21.97,62,11.0014,256
310,2011,11,6,18,4,0,0,1,17.22,21.21,71,7.0015,185
310,2011,11,6,19,4,0,0,1,15.58,19.695,76,12.998,151
310,2011,11,6,20,4,0,0,1,14.76,18.18,81,7.0015,116
310,2011,11,6,21,4,0,0,1,14.76,18.18,81,6.0032,88
310,2011,11,6,22,4,0,0,1,14.76,18.94,87,0,45
310,2011,11,6,23,4,0,0,1,13.94,17.425,87,6.0032,50
311,2011,11,7,0,4,0,1,1,13.94,18.18,87,0,15
311,2011,11,7,1,4,0,1,1,13.94,18.18,87,0,8
311,2011,11,7,2,4,0,1,1,13.12,17.425,93,0,2
